bjd,rv_ms,rv_err_ms,instrument
2454764.537728,-1697.030,5.310,CORALIE
2454764.711779,-1660.470,6.110,CORALIE
2454765.560614,-1409.880,4.520,CORALIE
2454765.733438,-1366.270,5.230,CORALIE
2454766.666456,-1334.040,4.000,CORALIE
2454792.579669,-1426.680,1.020,HARPS
2454806.566155,-1341.020,1.070,HARPS
2454814.560796,-1388.390,5.370,CORALIE
2454818.534407,-1601.040,3.830,CORALIE
2454823.564765,-1325.300,4.050,CORALIE
2454824.562762,-1368.920,3.870,CORALIE
2454825.545205,-1468.340,4.480,CORALIE
2454826.540911,-1558.500,4.440,CORALIE
2454827.552497,-1663.910,4.250,CORALIE
2454828.545172,-1757.020,5.330,CORALIE
2454829.568077,-1730.340,4.550,CORALIE
2454830.566228,-1489.440,4.220,CORALIE
2454982.882492,-1661.670,4.640,CORALIE
2455005.870376,-1522.680,4.520,CORALIE
2455006.845893,-1620.310,4.570,CORALIE
