tic_id,name,toi,sector,period_days,t0_bjd,duration_hours,depth_ppm,r_star_rsun,m_star_msun,expected_disp
235683377,TOI-1442.01,1442.01,,0.409068,2459768.7084,0.62,1281.2,0.31,1.0,CP
237232044,TOI-1443.01,1443.01,,23.540747,2460623.5845,4.03,956.0,0.75,1.0,CP
258514800,TOI-1444.01,1444.01,,0.470272,2458711.3693,1.33,209.5,0.92,1.0,CP
259172391,TOI-1445.01,1445.01,,9.81307,2459767.0182,3.91,630.0,1.06,1.0,PC
259172391,TOI-1445.02,1445.02,,4.784209,2459740.8292,2.95,390.0,1.06,1.0,PC
294471966,TOI-1446.01,1446.01,,6.317066,2458689.3645,2.45,688.3,0.83,1.0,PC
294471966,TOI-1446.02,1446.02,,4.505739,2458685.4334,1.89,428.7,0.83,1.0,PC
343628284,TOI-1448.01,1448.01,,8.097082,2459857.1856,3.13,4723.1,0.38,1.0,CP
356158613,TOI-1449.02,1449.02,,2.369185,2458683.5806,1.68,699.3,0.6,1.0,PC
265612438,TOI-145.01,145.01,,5.13002,2459060.6424,4.78,3376.0,1.58,1.0,PC
377293776,TOI-1450.01,1450.01,,2.043927,2459662.3356,1.01,465.2,0.47,1.0,CP
417931607,TOI-1451.01,1451.01,,16.537986,2460348.1076,2.8,608.0,1.03,1.0,CP
420112589,TOI-1452.01,1452.01,,11.061994,2459731.3593,1.76,3249.1,0.28,1.0,CP
198390247,TOI-1453.01,1453.01,,6.588688,2460660.4094,1.68,852.0,0.71,1.0,CP
198390247,TOI-1453.02,1453.02,,4.313526,2460583.4349,1.87,274.0,0.71,1.0,CP
294179385,TOI-1454.01,1454.01,,2.679417,2459422.3128,2.99,13578.3,1.14,1.0,PC
199376584,TOI-1456.01,1456.01,,18.712253,2460544.7533,6.47,6066.0,1.27,1.0,CP
191284318,TOI-1458.01,1458.01,,2.775968,2460610.0636,3.07,13613.0,1.24,1.0,KP
188768068,TOI-1462.01,1462.01,,2.177941,2460338.5231,2.1,110.0,1.26,1.0,CP
190998418,TOI-1463.01,1463.01,,2.879102,2459856.1443,2.75,11426.6,1.11,1.0,KP
229944666,TOI-1464.01,1464.01,,11.312527,2459643.7244,2.59,861.7,0.85,1.0,PC
236887394,TOI-1465.01,1465.01,,1.420025,2459717.4231,1.43,23730.0,0.77,1.0,KP
237086564,TOI-1466.01,1466.01,,1.871899,2459823.8772,1.48,920.0,0.75,1.0,PC
240968774,TOI-1467.01,1467.01,,5.971136,2458766.9891,1.55,1437.1,0.49,1.0,CP
243185500,TOI-1468.01,1468.01,,15.532438,2459450.356,1.76,2937.5,0.37,1.0,CP
243185500,TOI-1468.02,1468.02,,1.880531,2459448.3082,1.19,1214.0,0.37,1.0,CP
283722336,TOI-1469.01,1469.01,,3.092939,2460606.252,0.88,254.2,0.75,1.0,KP
283722336,TOI-1469.02,1469.02,,6.76504,2460599.4973,1.42,269.0,0.75,1.0,KP
284441182,TOI-1470.01,1470.01,,2.527282,2459883.4436,1.27,1847.5,0.49,1.0,CP
306263608,TOI-1471.01,1471.01,,20.772432,2460221.5034,5.51,1415.0,0.97,1.0,CP
306263608,TOI-1471.02,1471.02,,52.563706,2459462.5167,6.5,1193.0,0.97,1.0,CP
306955329,TOI-1472.01,1472.01,,6.363411,2459885.5688,2.69,2368.7,0.86,1.0,CP
352413427,TOI-1473.01,1473.01,,5.254488,2460608.8523,2.9,567.0,0.99,1.0,CP
431514478,TOI-1475.01,1475.01,,8.495351,2458767.6183,0.91,718.5,1.88,1.0,PC
432549364,TOI-1476.01,1476.01,,1.217494,2460610.0369,2.57,6969.0,1.46,1.0,KP
240681314,TOI-1477.01,1477.01,,2.732481,2459855.932,2.21,9548.3,1.61,1.0,KP
409794137,TOI-1478.01,1478.01,,10.180201,2459982.2363,4.61,11500.0,1.04,1.0,CP
393940766,TOI-148.01,148.01,,4.867076,2459062.2611,3.19,4965.8,1.15,1.0,CP
252616865,TOI-1482.01,1482.01,,5.712192,2459872.2984,4.78,7555.0,1.79,1.0,PC
260985861,TOI-149.01,149.01,,3.339943,2458597.9399,4.25,9074.1,1.0,1.0,PC
53875855,TOI-1491.01,1491.01,,4.490267,2459873.7742,2.76,2513.0,1.23,1.0,PC
15692883,TOI-1493.01,1493.01,,5.147905,2460602.6324,5.41,3710.0,2.9,1.0,CP
411608801,TOI-1494.01,1494.01,,5.0268,2459856.4165,2.75,6358.0,1.48,1.0,CP
271893367,TOI-150.01,150.01,,5.857407,2459995.6456,5.85,6489.7,1.68,1.0,CP
376637093,TOI-1516.01,1516.01,,2.056015,2460449.2014,2.77,17453.0,1.24,1.0,CP
427761355,TOI-1518.01,1518.01,,1.902606,2459854.4146,2.37,8985.0,1.82,1.0,CP
202375913,TOI-1527.01,1527.01,,5.062581,2460600.8893,3.69,2884.0,2.76,1.0,PC
327579226,TOI-1532.01,1532.01,,8.905407,2460446.0025,2.71,6702.0,1.41,1.0,PC
345143460,TOI-1533.01,1533.01,,3.645805,2460446.4218,1.83,1168.0,0.88,1.0,CP
345143460,TOI-1533.02,1533.02,,8.063795,2460442.545,0.8,2301.0,0.88,1.0,PC
173612049,TOI-1537.01,1537.01,,6.490265,2459874.8746,2.54,1080.0,0.96,1.0,PC
177244357,TOI-1538.01,1538.01,,6.54692,2458768.8471,4.59,2400.0,1.12,1.0,PC
455791689,TOI-1544.01,1544.01,,1.291833,2460609.8816,1.43,1224.0,1.0,1.0,PC
194203348,TOI-1546.01,1546.01,,1.13345,2458764.8332,1.89,490.0,1.4,1.0,PC
129637892,TOI-155.01,155.01,,5.449975,2460168.8138,4.32,973.0,1.79,1.0,PC
288348498,TOI-1551.01,1551.01,,1.67546,2458765.1114,1.2,1250.0,1.78,1.0,PC
299158887,TOI-1554.01,1554.01,,9.434159,2459444.8967,2.85,4001.9,0.94,1.0,KP
241040309,TOI-1559.01,1559.01,,3.464895,2459904.8894,1.05,1339.0,2.54,1.0,PC
241076290,TOI-1560.01,1560.01,,0.258001,2459882.3788,0.54,812.7,2.09,1.0,PC
249945230,TOI-1563.01,1563.01,,1098.225859,2458805.4555,6.12,4496.0,0.74,1.0,PC
251384275,TOI-1565.01,1565.01,,1099.256038,2459907.7303,5.66,2970.0,2.18,1.0,PC
140691463,TOI-157.01,157.01,,2.084543,2458543.3383,2.02,12504.8,1.11,1.0,CP
302773669,TOI-1573.01,1573.01,,21.216464,2460463.953,3.04,6499.0,1.55,1.0,KP
354469661,TOI-1580.01,1580.01,,4.794775,2460633.6657,4.8,6864.0,2.18,1.0,KP
445144327,TOI-1586.01,1586.01,,1.80794,2458765.6789,2.17,540.0,8.61,1.0,PC
50120414,TOI-1588.01,1588.01,,3.581083,2459932.2666,3.45,760.0,5.96,1.0,PC
394657039,TOI-159.01,159.01,,3.762837,2459382.2327,3.96,11360.0,1.59,1.0,CP
67418624,TOI-1598.01,1598.01,,1.102072,2459908.0346,0.86,580.0,1.73,1.0,PC
129979528,TOI-1599.01,1599.01,,1.219838,2459883.1988,2.83,12160.1,1.6,1.0,KP
139375960,TOI-1601.01,1601.01,,5.33155,2458793.2773,6.19,4220.0,2.22,1.0,CP
73448352,TOI-1603.01,1603.01,,4.732174,2460630.4196,2.59,8121.0,1.56,1.0,KP
101037590,TOI-1605.01,1605.01,,8.709463,2459896.1326,3.03,4510.0,1.59,1.0,CP
348770361,TOI-161.01,161.01,,2.768433,2459388.7873,4.22,3234.1,0.98,1.0,PC
219776325,TOI-1610.01,1610.01,,2.528798,2460556.6675,1.29,387.0,1.19,1.0,PC
264678534,TOI-1611.01,1611.01,,16.201682,2460643.4865,2.79,885.0,0.78,1.0,CP
268403451,TOI-1612.01,1612.01,,2.864139,2460334.8059,2.42,9597.0,1.53,1.0,KP
322054600,TOI-1616.01,1616.01,,1.343302,2460449.2882,0.66,1052.0,1.45,1.0,PC
378291076,TOI-1620.01,1620.01,,1.598201,2460422.2511,2.25,296.0,1.49,1.0,PC
387260717,TOI-1621.01,1621.01,,6.453624,2459659.5794,3.58,200.0,1.02,1.0,PC
157586003,TOI-1626.01,1626.01,,3.332619,2459391.185,3.56,8310.5,1.69,1.0,KP
424435940,TOI-1627.01,1627.01,,5.017215,2459393.3752,3.74,14237.0,1.1,1.0,KP
284475976,TOI-1628.01,1628.01,,2.143636,2459825.4595,3.15,9203.8,1.77,1.0,KP
310003988,TOI-1629.01,1629.01,,4.542159,2459686.2048,4.29,9760.0,1.73,1.0,KP
179317684,TOI-163.01,163.01,,4.231117,2458544.6703,4.35,7261.3,1.66,1.0,CP
317597583,TOI-1630.01,1630.01,,12.055735,2460654.5672,1.96,807.0,0.83,1.0,CP
201186294,TOI-1634.01,1634.01,,0.98933,2458791.515,1.04,1519.7,0.47,1.0,CP
312862941,TOI-1638.01,1638.01,,0.915062,2459908.4411,0.67,4304.9,0.7,1.0,PC
396562848,TOI-1640.01,1640.01,,1.94954,2459767.3731,0.81,2089.2,0.26,1.0,CP
422923265,TOI-1641.01,1641.01,,1.864672,2459906.8636,1.03,570.0,3.4,1.0,PC
298647682,TOI-1643.01,1643.01,,20.079522,2459815.9532,1.22,1065.5,0.78,1.0,PC
376353509,TOI-1648.01,1648.01,,7.331568,2460467.8809,1.29,893.0,0.84,1.0,CP
138168780,TOI-1651.01,1651.01,,3.764995,2460474.182,2.64,14735.0,1.42,1.0,KP
156724719,TOI-1653.01,1653.01,,10.956872,2460658.881,3.47,4643.0,2.5,1.0,PC
258829450,TOI-1654.01,1654.01,,1.834789,2460556.91,2.41,242.0,1.0,1.0,PC
266500992,TOI-1655.01,1655.01,,3.278662,2460662.3132,2.63,1101.0,1.15,1.0,PC
288631580,TOI-1659.01,1659.01,,5.877555,2459757.3563,2.9,412.3,1.01,1.0,CP
288631580,TOI-1659.02,1659.02,,3.398567,2459907.3399,2.2,171.0,1.01,1.0,PC
147203645,TOI-166.01,166.01,,5.061132,2459065.3166,1.56,5276.0,1.0,1.0,PC
353782445,TOI-1664.01,1664.01,,11.835079,2460653.8153,2.09,336.0,1.34,1.0,PC
428679607,TOI-1669.01,1669.01,,2.680054,2460660.8237,1.76,456.0,1.07,1.0,CP
149990841,TOI-167.01,167.01,,4.453185,2459387.8938,1.69,5910.0,1.0,1.0,PC
441739020,TOI-1670.01,1670.01,,40.750103,2460503.1366,4.87,6026.0,1.31,1.0,CP
441739020,TOI-1670.02,1670.02,,10.983672,2460468.361,2.64,315.0,1.31,1.0,CP
441739020,TOI-1670.03,1670.03,,123.050751,2458822.9206,9.19,432.5,1.31,1.0,PC
81831095,TOI-1675.01,1675.01,,3.133084,2459935.2182,1.24,1192.0,2.06,1.0,PC
8400842,TOI-1676.01,1676.01,,3.191526,2460657.3826,2.76,8587.0,1.69,1.0,KP
87090944,TOI-1677.01,1677.01,,0.643581,2459910.3735,0.67,876.7,1.49,1.0,PC
369457671,TOI-168.01,168.01,,2.31446,2458326.4928,1.35,1190.0,0.73,1.0,PC
259168516,TOI-1680.01,1680.01,,4.802656,2459657.3941,1.17,4358.1,0.21,1.0,CP
321041369,TOI-1681.01,1681.01,,1.537924,2460309.854,0.77,1135.0,0.93,1.0,PC
367366318,TOI-1682.01,1682.01,,2.734765,2460662.4852,3.21,9209.0,1.77,1.0,KP
58542531,TOI-1683.01,1683.01,,3.057524,2458816.4115,1.38,1118.0,0.7,1.0,CP
85031598,TOI-1684.01,1684.01,,1.154993,2460662.0896,0.91,739.0,2.99,1.0,PC
28900646,TOI-1685.01,1685.01,,0.669145,2459910.9381,0.99,1254.4,0.46,1.0,CP
102672709,TOI-1686.01,1686.01,,6.705395,2458818.5987,3.85,575.2,1.46,1.0,PC
103448870,TOI-1687.01,1687.01,,10.259632,2458816.8435,1.82,1080.9,0.98,1.0,PC
183120439,TOI-169.01,169.01,,2.255446,2459062.7181,1.67,5283.7,1.3,1.0,CP
267574918,TOI-1690.01,1690.01,,1.407937,2459419.9874,0.31,484643.7,1.0,1.0,CP
268334473,TOI-1691.01,1691.01,,16.736899,2460458.3065,4.56,989.0,1.0,1.0,CP
288636342,TOI-1692.01,1692.01,,17.728661,2459725.0183,6.44,1086.5,1.46,1.0,PC
288636342,TOI-1692.02,1692.02,,32.20797,2459717.4858,7.52,2409.3,1.46,1.0,PC
353475866,TOI-1693.01,1693.01,,1.766692,2458817.685,1.42,830.5,0.46,1.0,CP
396740648,TOI-1694.01,1694.01,,3.77013,2458843.6576,2.85,4361.2,0.82,1.0,CP
422756130,TOI-1695.01,1695.01,,3.134295,2458791.5191,1.22,1183.6,0.52,1.0,CP
